sentence	label
Please do not create Panic about #COVID2019 #coronavirus #coronavirusindia #CoronavirusReachesDelhi #CoronaAlert I created this thread wherein I share the answers of most of the questions that might have in your minds related to the Corona Virus . What is a coronavirus ? HTTPURL What is COVID - 19 ? HTTPURL How does COVID - 19 spread ? HTTPURL What are the symptoms of COVID - 19 ? HTTPURL Can the virus that causes COVID - 19 be transmitted through the air ? HTTPURL Can CoVID - 19 be caught from a person who has no symptoms ? HTTPURL Can I catch COVID - 19 from the feces of someone with the disease ? HTTPURL What can I do to protect myself and prevent the spread of disease ? HTTPURL How likely am I to catch COVID - 19 ? HTTPURL Should I worry about COVID - 19 ? HTTPURL Who is at risk of developing severe illness ? HTTPURL Are antibiotics effective in preventing or treating the COVID - 19 ? HTTPURL Is there a vaccine , drug or treatment for COVID - 19 ? HTTPURL Is COVID - 19 the same as SARS ? HTTPURL Should I wear a mask to protect myself ? HTTPURL How to put on , use , take off and dispose of a mask ? HTTPURL How long is the incubation period for COVID - 19 ? HTTPURL Can humans become infected with the COVID - 19 from an animal source ? HTTPURL Can I catch COVID - 19 from my pet ? HTTPURL How long does the virus survive on surfaces ? HTTPURL Is it safe to receive a package from any area where COVID - 19 has been reported ? HTTPURL Is there anything I should not do ? HTTPURL @USER It 's airborne too ... HTTPURL	0
@USER I had to ... Obviously kidding ... :zany_face: HTTPURL	0
"Contact tracing : FAIL . Herd immunity : FAIL . PPE : FAIL . Testing : FAIL . Lockdown : FAIL . Care homes : FAIL . Contact tracing , again : FAIL . This government has presided over a serious of failures so catastrophic that it should trigger an overhaul of how things are run in this country @USER @USER Why ? @USER @USER 60000 dead . You okay with that ? @USER @USER @USER It is entirely possible to be a Tory ( * shiver * ) and see how this government has absolutely failed the British public . Is your bar that low or are you blinded by devotion to "" Get Brexit Done "" schtick ? Demand better , ffs . Have higher standards for yourself and "" great "" Britain . @USER @USER @USER Herd immunity has nothing to do with genetics . Other than the fact that viruses can rapidly evolve and make it it not happen ."	0
"@USER Herd immunity will arrive long before a vaccine . @USER @USER That would require 70-80 % of the population to be exposed . And our healthcare infrastructure is certainly not prepared to deal with the consequences of that . @USER @USER @USER And I doubt most of us are ready for the rate of death that would accompany that rate of exposure ( 3.7 million dead assuming a 1.4 % death rate and 80 % of US population exposed [ 330 million x 80 % x 1.4 % ] exposure ) ( is my math right ? ) . @USER @USER @USER 1.4 % is wrong . Furthermore , you will not need an 80 percent infection rate to achieve this . @USER @USER @USER What is the appropriate case fatality rate then ? 1.4 % is reasonable . HTTPURL What percentage do you think is required for herd immunity ? Even at 70 % , the number dead is too high to contemplate w / o a vaccine : 3,2340 , 000 . HTTPURL @USER @USER @USER "" What is the appropriate case fatality rate then ? 1.4 % is reasonable . "" Doubtful , because the true denominator is completely unknown . Also , cell immunity appears to play a large role . Completely undetected through current testing . @USER @USER @USER You just say stuff , but you do n't read the source I supplied , nor supply any of your own . And to obtain cell immunity , you have to have had the virus already . That 's what the 70 % - 80 % of people exposed get , cell immunity , one hopes ."	0
$ SPY $ DIA $ IWM $ QQQ $ IBB $ XBI Q : Why comfort is docked at NYC pier 90 ? A : 90 % of war battle is won once you know whom you 're fighting with . HTTPURL $ SPY $ DIA $ IWM $ QQQ $ IBB $ XBI Q : What is a Coronavirus war enemy ? A : Surface proteins inducing inflammation & ARDS . HTTPURL $ SPY $ DIA $ IWM $ QQQ Q : What is a treatment for coronavirus induced lung inflammation , ARDS ? A : Intravenous steroids . Coronavirus ARDS treatment is similar pneumocystis Carinii treatment If patients have signs & symptoms of hypoxia , cxr findings give IV steroids immediately HTTPURL $ SPY $ DIA $ IWM $ QQQ $ IBB $ XBI Do USA Coronavirus ARDS IV steroids efficacy trial . Give IV steroids to every pts & compare it to retrospect data without IV steroids . HTTPURL	0
@USER I 'm sorry but this made me laugh out loud :rolling_on_the_floor_laughing:	0
COVID - 19 virus can be transmitted in areas with hot and humid climates From the evidence so far , the COVID - 19 virus can be transmitted in ALL AREAS , including areas with hot and humid weather . Regardless of climate , adopt protective measures if you live in , or travel to an area reporting COVID - 19 . The best way to protect yourself against COVID - 19 is by frequently cleaning your hands . By doing this you eliminate viruses that may be on your hands and avoid infection that could occur by then touching your eyes , mouth , and nose .	0
"Dog found abandoned at Scottish train station with suitcase filled with it 's belongings : HTTPURL HTTPURL Poor thing @USER @USER Psst , it 's "" * its * belongings ... "" :) @USER hope he found a home @USER I want ! ! ! :pensive_face: :purple_heart: :purple_heart: Awwww @USER @USER @USER such BS ! @USER aww :/ @USER Ahhhhh @USER HTTPURL @USER mmm , thought Europeans loved their pets ? Guess not , sad “ @USER : Dog found abandoned at Scottish train station with suitcase filled with it 's belongings : HTTPURL ” omg :loudly_crying_face: @USER poor baby I wish we could adopt him ! @USER I hope he finds his forever home soon ! Makes me sad but look like they took care of him . Wonder why his previous owner abandoned him ! ? @USER Swines ! @USER how sad ! I 'll take him ! @USER must of barked something really really bad ... SAD :pensive_face: "" @USER : Dog found abandoned at train station with suitcase filled with it 's belongings : HTTPURL HTTPURL ” . @USER Reminds me of the classic children 's story #Paddington Bear . @USER how do you this to any dog especially a Sharpei ! ! ! @USER I hope they find the pathetic owner 's . Sweet dog ! He looks so sad . #Goodandlovinghome @USER poor baby . I would take him . Pretty dog @USER "" its "" belongings , not "" it 's "" #petpeeve :) :loudly_crying_face: "" @USER : Dog found abandoned at Scottish train station with suitcase filled with belongings : HTTPURL HTTPURL ” @USER :crying_face: @USER Assholes in every country . @USER how crappy is that . “ @USER : Dog found abandoned at Scottish train station with suitcase filled with it 's belongings "" why are people so mean :loudly_crying_face: :broken_heart: @USER dog looks worried but well cared for . “ @USER : Dog abandoned Scottish train station w / suitcase filled w / belongings : HTTPURL HTTPURL ” :broken_heart: @USER That 's it , why do n't you spend your time looking and prosecuting real animal abusers . Gimmie a break . @USER Maybe he didn ´ t behave and there were no swiss boarding schools there . Poor kid . He finds himself in the street tlll he learns ... ha ha . @USER I want to adopt him :crying_face: :crying_face: :revolving_hearts: :beating_heart: :dog: :dog_face: Those owners must burn to hell ! ! :smiling_face_with_horns: :smiling_face_with_horns: @USER Another piece of shit dog owner ... Wonder what happened , it grew and did n't stay a puppy forever ? #ItGotToBig #Dumbass :crying_face: “ @USER : Dog found abandoned at train station with suitcase filled with it 's belongings : HTTPURL HTTPURL ” . @USER "" its "" belongings not it 's . #Grammarians #MyGrammarPetPeeve @USER poor puppy ! He 's so cute ! @USER @USER This needs to be a law here in the US ! ! @USER :'( Stupid people . “ @USER : Dog abandoned at train stn w / suitcase with it 's belongings : HTTPURL HTTPURL ” also w / extra apostrophe @USER @USER :( @USER @USER Why would anyone abandon such a gorgeous dog ! D: Poor puppy ! @USER @USER maybe he was just running away @USER poor baby @USER How to make any laptop a "" wifi hotspot "" : HTTPURL @USER could n't bring him to the shelter ? The dog has nicer luggage than me . Find a good home cutie ! @USER what a beautiful dog . I hope he finds a good home . @USER What the Hell is wrong with people ? @USER @USER poor baby ! @USER @USER I want him :disappointed_face: @USER Sometimes I like animals more than people ! @USER THIS IS SO SAD ! He 's beautiful ! @USER Poor pup :two_hearts: :two_hearts: @USER @USER @USER Selfishness . @USER awwww :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :broken_heart: :broken_heart: ... So sad ... I wish I could have him . Poor guy . What a shame . @USER sad :( @USER how sad . @USER That is sad . All I need now is a horsewhip and the miscreant . @USER @USER Is it an Alstation ? @USER @USER @USER Theres probably thousands of people who want to adopt him now . He will find a better home for sure ! Dogs = Love @USER This breaks my heart . At least he was left in a public place , not a forest road or dumpster . This pup will brighten someone 's life . “ @USER : Dog found abandoned at Scottish train station : HTTPURL HTTPURL ” Why I lose faith in society My heart breaks at this sight . @USER @USER poor baby @USER if he needs a home my family will gladly give him a home . @USER How can anyone abandone his dog ? :broken_heart: MT "" . @USER ⇨ Dog w / suitcase filled with it 's belongings "" Heartless humans ... :broken_heart: HTTPURL HTTPURL @USER America needs laws just like this , against animal abuse ! Horrible . "" @USER : Dog found abandoned at Scottish train station with suitcase filled with belongings : HTTPURL HTTPURL "" Its "" RT @USER : Dog found abandoned at train station with suitcase filled with it 's belongings : HTTPURL HTTPURL @USER @USER ugh GAH WTF @USER :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: @USER Who would do such a horrible thing ! ! ! ? @USER So sad ! ! There is no reason for someone to do this . @USER I am interested in finding out more info about adopting the dog . “ @USER : Dog found abandoned @USER train station w suitcase filled w belongings : HTTPURL HTTPURL ” why i hate people Uggh . Cmon humans . “ @USER : Dog abandoned at train station w / suitcase filled w / its belongings HTTPURL HTTPURL ” @USER @USER @USER Aww poor baby ! ! :red_heart: @USER poor Kai . I hope he gets lots of love . “ @USER : Dog found abandoned at Scottish train station with suitcase filled with it 's belongings : 1 ” at least he moved out with all his shit @USER @USER poor thing ! Those owners must be put in quarantaine themselves ! Hope he founds another home soon !"	0
Mythbuster : COVID - 19 virus can be transmitted in areas with hot and humid climates From the evidence so far , the COVID - 19 virus can be transmitted in ALL AREAS , including areas with hot and humid weather . Regardless of climate , adopt protective measures #covid19 #virus #WHO HTTPURL @USER Keep your hands clean and protect yourself and others @USER Stay safe everyone @USER Stay safe @USER Be safe	0
#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking : source @USER give the source please @USER 5 hostages ( including women and childs ) RT “ @USER : #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking : source ” #Vincennes #Montrouge RT “ @USER : #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking : source ” “ @USER : #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking : source ” source please ? “ @USER : #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking : source ”	0
#CoViD_19 #StayHomeStaySafe #MythBusters @USER :bright_button: COVID - 19 virus can be transmitted in areas with hot and humid climates . HTTPURL :bright_button: Cold weather and snow CANNOT kill the new coronavirus . HTTPURL :bright_button: Taking a hot bath does not prevent the new coronavirus disease . HTTPURL :bright_button: The new coronavirus CANNOT be transmitted through mosquito bites . HTTPURL Consider and Share Official updates and Verified information ONLY ! Courtesy : Beypore Sultan : YT HTTPURL	0
". @USER not talking about ' 92 Clinton-Gore Confederate campaign button HTTPURL HTTPURL @USER honestly , are we even sure it was an official campaign product ? Let 's not get egg on our faces here . #ccot #tcot #pjnet @USER @USER Not talking about 8 years supporting Confederate Flag Day while #BillClinton governor either @USER @USER Of course not she 's evolved . Translation : it made sense then , does n't now and I have no moral convictions so f it @USER @USER what does here campaign now had to do with then when she was not even running ? @USER @USER @USER Democrat flag-er-what difference does it make ? @USER @USER the gop should make sure all people see this . @USER @USER The Clinton 's position on the Confederate flag has "" evolved "" lol @USER @USER @USER But she is talking at a #Ferguson African-American audience ! @USER @USER Maybe Because It 's 2015 Now ? @USER @USER has she said anything about this ? HTTPURL @USER @USER @USER New Common / Government Core Text Book Contains Rewrite of Constitution ... HTTPURL ..."	1
The New York Times has learned that the contact-tracing contract , awarded in a secretive procurement process , cost 108 million pounds , or about $ 136 million . Corruption and incompetence are indissoluble partners HTTPURL @USER Was the app another dead cat ? To make them look like they were doing something when all along pursuing #HerdImmunity to allow us to emerge as strongest trading nation ( Johnson 's Feb speech ) ? What is all this bullshit actually meant to be distracting us from ? @USER @USER On hearing today 's news that was my first thought . There 's currently 1 dead cat / day .	0
Is COVID - 19 the same as SARS ? No . The virus that causes COVID - 19 and the one that caused the outbreak of Severe Acute Respiratory Syndrome ( SARS ) in 2003 are related to each other genetically , but the diseases they cause are quite different . SARS was more deadly but much less infectious than COVID - 19 . There have been no outbreaks of SARS anywhere in the world since 2003 .	0
Donald Trump and Adolf Hitler . Two sides of the same coin . #racism #Fascism HTTPURL @USER @USER BOI @USER @USER Trump can say anything , what 's frightening is that there are a lot of Americans who believe him . @USER and you would of thought the world would have learnt from the nazi era . Guess some people still have n't learnt @USER While Trump is rather objectionable , your comparing him to Hitler reveals a very superficial assessment of both figures ! @USER @USER YEP ! YOU KNOW IT AND HE IS TRY TO KEEP US WITH SOCIETY AND KNOW I AM ONLY VOTING FOR TED CRUZ , YOU WOULD BE	1
Another Letter To Parents , Included In 1970s Lego Sets HTTPURL HTTPURL @USER Think @USER will agree with this ! :) #donttreadonthelego RT @USER : Another Letter To Parents , Included In 1970s Lego Sets HTTPURL HTTPURL “ @USER : Another Letter To Parents , Included In 1970s Lego Sets HTTPURL HTTPURL ” Nodding from experience @USER	0
WATCH LIVE : As sun goes down , White House lights up rainbow colors to celebrate SCOTUS ruling HTTPURL HTTPURL @USER I think this might be going a tad over the top , but still , it will generate more butthurt and tears . . @USER How gay is that ? ! @USER What man has joined together , let no God put asunder . @USER How about green and red at Christmas ? And Soft Blue for Jewish holidays ? Red , white , and blue on July 4 ? @USER white house , I M M O R A L . Barry can finally stop lying ! HTTPURL @USER @USER Sad day in AMERICA	0
@USER wow	1
Mythbuster : COVID - 19 virus can be transmitted in areas with hot and humid climates From the evidence so far , the COVID - 19 virus can be transmitted in ALL AREAS , including areas with hot and humid weather . Regardless of climate , adopt protective measures #myth #buster #covid19 HTTPURL @USER Be safe @USER Wash hands & be clean always @USER Follow the measures	0
"U . S intel : Missile that hit #MH17 was most likely fired by pro-Russian separatists . Details : HTTPURL HTTPURL @USER Careful : intel provided by Snowden @USER I can't believe ANYTHING I hear on the news , anymore . @USER Irresponsible of International Civil aviation to approve this route as safe , when obviously it is not.Unfortunate loss of lives . @USER "" most likely "" - are you kidding ? where are proofs ? @USER 哈哈 ， 其实真相并不重要了 ， 重要的是各方拿这个事怎么做文章 。 @USER mh17 pilot flew west not normal day path ... flt plan error . Route is near night flt . Pilot error ? @USER なんで 罪のない人たちが 犠牲になるんだ ？ ロシアだろうがウクライナだろうが 関係なく 卑怯だ これが 正義のための残酷だと言うのか ？ @USER Ok , so WHO gave them that missile launcher ? ? #MH17 @USER some pretty fast analysis , I 'm sure they would never lie to the American people . Totally trustworthy with a great track record . @USER all #debris in one place ? But how can all matter did flight at one direction ? flight mh17 vs . #mh370 not found and had n't been shoot ? @USER #GazaUnderAttack ! #stop ! HTTPURL @USER @USER stop lying ... you are USA "" s agent . @USER Highly unlikely , they can't afford that kind of weaponry nor do they have the technical expertise to use it , this is Russia 's doing . @USER Обама черт ... весь мир уже достал ... американцы меняйте президента @USER @USER ... great , another moronic Putin apologists / propagandist . LMAO ... get a clue . @USER Not to be gruesome but ... where are the bodies ( body parts ) ? A plane is blow up and there is not even a finger around ? Hmmmm @USER HAVE MERCY @USER Um .. we knew that already . Even Ukrainians do n't fire at that altitude ( ! ) @USER Have investigations as rebels did not confirm missiles was fired by them neither Russian forces yet took responsibility . #MH17 @USER Should worry about the US problems instead of other countries . They obviously found out by spying on pro-Russians @USER How sad ! @USER @USER The rumors run around for the 48 hours , then it seems to settle down when facts come out . HTTPURL @USER well I hope so @USER why have n't you said a single word about the appr . 190 dutch victims ? @USER @USER All aircraft are vulnerable to missiles . Nothing at all to do with type of plane . Ridiculous statement ! #MH17 #MH370 @USER Russian Nazis did this backed by Putin with weapons and diversionists @USER airplane did n't explode in the air . If it was shot down it would have exploded in the air not on the ground @USER how sure ? your information about this #MH17 is not stable , where is your proof ? @USER @USER lies @USER If a lie is repeated multiple times , for a stupid person becomes the truth , but ... @USER @USER The only sure thing is that there are 298 people died ! R . I . P . HTTPURL @USER Who is responsible for the #MalaysiaAirlines #MH17 tragedy ? Answer in a worldwide #survey : HTTPURL Vote . Share . @USER @USER If I was leading the investigation I would check every financial transactions to everyone associated with the Pro-Russian separatist . @USER really ? ? ? "" Most likely "" it was n't Switzerland come back in off that limb @USER @USER this #Rebels should be labeled as Terrorist . Its Time for them to be Kicked-out ! #Ukraine #MH17 #MalaysiaAirlines @USER ma fate pappa e ciccia coi russi ? riuscite sempre a tirare fuori dei passaporti intatti voi 2 ! @USER some trigger happy Joe who though he was shooting clay pigeon . ... @USER Get the fact straight first @USER @USER It 's sad to see US involved in starting yet another senseless war . This one in the Ukraine . @USER #WAYNETRAIN @USER @USER Ukranian gov't ordered this flight to lower its altitude , according to Reuters . Why ? HTTPURL @USER @USER @USER this is really sad ... i am sorry for those family @USER HTTPURL @USER @USER hi"	1
Coronavirus Will Change How We Shop , Travel and Work for Years De-globalization the main topic for the next decade ? Economies during this cycle have seen the largest interconnectedness ever . How would that change investors behaviours , perceptions ? HTTPURL @USER The correlation between per-capita GDP and health ( life expectancy ) is essentially perfect . If the covid - 19 pandemic leads to a global economy collapse , many more lives will be lost than covid - 19 would ever be able to claim . HTTPURL @USER @USER Agree . Also ' Herd mentality ' based on history can be deadly . Someone emailed HTTPURL ( conspiracy theories ) Big problem : average folks fail to ask questions / think critically . Ie : What is a coronavirus ? or look for data : ie : average number of flu deaths by age etc . @USER @USER Oops ! HTTPURL	0
AFP : suspected #CharlieHebdo gunmen have been killed “ @USER : AFP : suspected #CharlieHebdo gunmen have been killed ” “ @USER : AFP : suspected #CharlieHebdo gunmen have been killed ” “ @USER : AFP : suspected #CharlieHebdo gunmen have been killed ” Hoping that this is now the end “ @USER : AFP : suspected #CharlieHebdo gunmen have been killed ” < < < Was inevitable RT @USER : AFP : suspected #CharlieHebdo gunmen have been killed @USER Great outcome . All murderers dead . All hostages freed . Great job by French police “ @USER : AFP : suspected #CharlieHebdo gunmen have been killed ” @USER	0
Excited to announce my VoteSafe Act is being introduced in the House by @USER and @USER . It : → Expands vote-by-mail → Ensures in-person voting is safe → Requires 20 + days of early voting People should n't have to choose between their health and their right to vote . @USER @USER @USER If they can go to Wal-Mart to by groceries then they can make a one time trip to the polls to vote for their candidates . #DemocratsAreCorrupt #voterfraud @USER @USER @USER @USER Funny how the liberal who supports voter fraud can only resort to name calling as he retorts on twitter from the sofa in his mother 's basement .	0
5G mobile networks DO NOT spread COVID - 19 . Source : WHO #weatherbug #weather #knowbefore #wx #istayhomefor #wecan #corona #quarantinelife #positivevibes #strongertogether #wewillprevail #helpyourneighbor #wewillgetthroughthis #loveyourneighbor #thankyouhealthcareworkers HTTPURL @USER This is meant sarcastically , right ? Please tell me this is satire . 🤦‍♀ @USER The fact you actually have to refute this is mind-boggling ... @USER @USER Nope . People actually believe this 🤦🏼‍♀	0
Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt . HTTPURL @USER very impressed that you 're on the mail list . suggest that you edit out the non-essential info , like names and phone numbers @USER @USER poor form not removing names . “ @USER : PMAbbott on #Sydneysiege #MartinPlace #Lindt . HTTPURL ” @USER @USER @USER @USER @USER @USER @USER that unread count ... nnnnggggg	0
"ANSWERS : According to @USER , "" Coronaviruses are a large family of viruses which may cause illness in animals or humans . In humans , several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as MERS and SARS "" . THREAD HTTPURL :backhand_index_pointing_right: COVID - 19 as defined by @USER is "" The infectious disease caused by the most recently discovered coronavirus . This new virus and disease were unknown before the outbreak began in Wuhan , China , in December 2019 . "" Is COVID - 19 the same as SARS ? * No . "" The virus that causes #COVID19 and the one that caused the outbreak of SARS in 2003 are related to each other genetically , but the diseases they cause are quite different . "" According to @USER "" SARS was more deadly but much less infectious than COVID - 19 . There have been no outbreaks of SARS anywhere in the world since 2003 . "" @USER says"	0
Any DC folks know when we can expect updated ( and / or official ) @USER results from Tuesday 's election ? Looks like the tally has n't been updated since 2 AM yesterday . @USER @USER June 12 or thereabouts . Announced yesterday that there would be no iterative updates , even tho @USER had announced otherwise before Tuesday 's nightmare scenario . @USER @USER Thanks .	0
"NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL @USER hockey in the desert ? smh Bettman you douchebag @USER Bettman you 're an asshole . Ca n't give Quebec a team but let 's build one in the Friggin desert ... smh WUT “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” @USER @USER FINALLY . A reason to go to Vegas ! ! ! :) @USER Disgusting @USER @USER McDavid @USER Second team damn well better be Quebec @USER dumb way to expand there .. Best to expand to Seattle and Quebec city as well ... “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” @USER DON'T TEASE ME RT @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL Holy crap “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” @USER Story via Tony Gallagher .. Here 's a gigantic grain of salt which which to take it . @USER so no team for Seattle / Quebec but give the desert a team ? @USER @USER if true , I dont see what the big deal is . Every gm will be sold out . The hotels will buy tix and give them to guests ! @USER not for it or just mocking chara 's mug ? But not KC ? ? RT @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” Done Deal ( no owners ) @USER what ? ? Smh @USER This is a pretty bold claim . Why Las Vegas over say Quebec Hamilton Seattle or even Kansas City . Makes zero sense to me . #NHL @USER @USER im there first game against the avs ! ! ! Pick an easily cartoonable team name please.RT @USER NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL @USER @USER sounds like a bit of a gamble #rimshot @USER Lol . $ $ $ “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” @USER @USER I hope it 's solely outdoor games there . @USER @USER @USER * * in the winter * * ? RT @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL @USER @USER the Vegas Luck ? @USER What a Joke @USER saying they could get 3 expansion teams ? ? Watered down product in bad markets , they need contraction @USER @USER This is an obvious choice : The showgirls . @USER @USER NHL on Ice ! The new Vegas show ! “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' "" Las Vegas Gamblers has a nice ring to it no ? @USER @USER @USER at least one major sports league has the balls to put a professional team in Sin City @USER Will give Las Vegas a team but can't establish one in Quebec ? What a joke . Give your head a shake Bettman ! “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” :flushed_face: :flushed_face: :flushed_face: “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” wuuuuuuuuuuuuttttttttttt ? “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” Ummm :thumbs_down: :thumbs_down: @USER #Bettman pisses on #Canada once again . If any city deserves a team , it 's Quebec . Another desert team . Time for no more Gary @USER @USER NAHHHHHHHHHHHHHHHHHHHHHHHHHH . Really ? @USER @USER paging Ryan Malone ... @USER a lot early for April fools is n't it ? @USER Yeah because we need another bottom feeder team ! Give Quebec their team back ! Bettman is a little weasel . @USER @USER Stupid if true “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” RT @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL #Nordiques #Seattle #LNH @USER @USER So Toews says NHL teams wo n't have a good road record if they played in LV & that = "" no fun ? "" @USER @USER @USER Color me skeptical ... @USER @USER Las Vegas Blue Chips or Las Vegas Sinners or Las Vegas boozers . @USER @USER @USER does n't need more teams and they do n't need to be in Vegas . @USER @USER that would be great news for me ! Would they play at Thomas and Mack ? “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” naahh Seattle news in here too RT @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL @USER @USER wow @USER The Vegas "" brightlights "" , "" brokeasfucks "" ; "" blackjacks "" "" dolladollabills "" “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” @USER “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” Whaaaat @USER @USER good no quebec , they need team in the west “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” HTTPURL RT @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL @USER @USER great news more jobs for players ! @USER @USER both are needed ! @USER @USER chara :) The experiment begins . RT @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL @USER Gotta wonder about the validity of this report . Vegas over Seattle or Quebec makes zero sense . @USER Seattle is next , Bettman is a fruit loop dingus . Game on .. #nhlfi “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” @USER @USER sense .. this makes none . @USER @USER nobody wants to play there the taxes hurt there pay cheques plus they had there chance long long time ago “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” @USER @USER HTTPURL @USER @USER Richards and Carter probably already signed their contracts @USER why is everyone hating ? Who cares ... AZ is a desert too ... shut ur faces . @USER they will be gone in 5 years I bet . Not a sports city @USER There was a huge stink about the ' yotes struggling in the desert , now give them a kissing cousin ? #ImpeachBettman @USER great another failed @USER franchise that will bleed money and ask for handouts @USER Exactly ! It will be cool / hip ... until the novelty wears off in a few yrs ( MAX ) ! They should put a team where ppl LOVE the NHL ! @USER @USER is this legit ? @USER @USER Evander Kane gonne ask for a trade there ? @USER @USER @USER This about market size & TV ad dollars . I want a team in KC , but this move will make more $ for hockey than any city in #Canada . “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” . #NHL #LasVegas “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” Um , what ? “ @USER : NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL HTTPURL ” WOW ! @USER @USER because Phoenix / Arizona has been a huge success . Someone 's head is still frozen from the ice bucket ? @USER What a farce ! This "" experiment "" already failed in Arizona once and they now may pass on a CDN city . #joke #bailout @USER @USER I wonder if Big Hoss , Chumlee get season tix What ? What about Seattle , Markham or Quebec ? "" @USER NHL expansion to Las Vegas is reportedly ' a done deal . ' HTTPURL "" @USER @USER Las Vegas seems a horrible place for an NHL team . @USER @USER @USER good for the mgm aeg arena to have a major tenant . still , thought it more likely to be an nba team"	1
